Time;Iteration;Description;Value
17:26:32;1;Entered Screen;1
17:35:48;1;Time Spent;555
17:35:48;1;Entered Screen;2
17:35:49;1;Time Spent;1
17:35:49;1;Entered Screen;3
17:45:10;1;Total strain energy;1,60E+06
17:45:10;1;Total structural volume;7,86E+10
17:45:10;1;1, Space ID: 7, Performance: 1.20714e+06;1,21E+06
17:45:10;1;2, Space ID: 9, Performance: 136814;136814
17:45:10;1;3, Space ID: 1, Performance: 123499;123499
17:45:10;1;4, Space ID: 2, Performance: 123452;123452
17:45:10;1;5, Space ID: 8, Performance: 64928.3;64928,3
17:45:10;1;6, Space ID: 3, Performance: 53136.3;53136,3
17:45:10;1;7, Space ID: 6, Performance: 50240.2;50240,2
17:45:10;1;8, Space ID: 5, Performance: 48370.1;48370,1
17:45:10;1;9, Space ID: 4, Performance: 44562.1;44562,1
17:45:10;1;10, Space ID: 10, Performance: 40894.6;40894,6
17:45:10;1;Number of beams;17
17:45:10;1;Number of trusses;14
17:45:10;1;Number of flat shells;19
17:45:10;1;Time Spent;561
17:45:10;1;Entered Screen;5
17:45:12;1;AI structural model 1: strain energy;290619
17:45:12;1;AI structural model 1: structural volume;-
17:45:12;1;AI structural model 2: strain energy;3,37E+06
17:45:12;1;AI structural model 2: structural volume;-
17:45:12;1;AI structural model 3: strain energy;2,57E+07
17:45:12;1;AI structural model 3: structural volume;-
17:48:43;1;Chosen SD model;1
17:48:43;1;Total strain energy;1,60E+06
17:48:43;1;Total structural volume;7,86E+10
17:48:43;1;1, Space ID: 7, Performance: 1.20714e+06;1,21E+06
17:48:43;1;2, Space ID: 9, Performance: 136814;136814
17:48:43;1;3, Space ID: 1, Performance: 123499;123499
17:48:43;1;4, Space ID: 2, Performance: 123452;123452
17:48:43;1;5, Space ID: 8, Performance: 64928.3;64928,3
17:48:43;1;6, Space ID: 3, Performance: 53136.3;53136,3
17:48:43;1;7, Space ID: 6, Performance: 50240.2;50240,2
17:48:43;1;8, Space ID: 5, Performance: 48370.1;48370,1
17:48:43;1;9, Space ID: 4, Performance: 44562.1;44562,1
17:48:43;1;10, Space ID: 10, Performance: 40894.6;40894,6
17:48:43;1;Time Spent;213
17:48:43;1;Entered Screen;6
17:50:01;1;Space Removed;7
17:50:08;1;Time Spent;84
17:50:08;1;Entered Screen;7
17:50:32;1;Space Split;4
17:50:32;1;Scale Factor;1,1832
17:50:34;1;Time Spent;26
17:50:34;1;Entered Screen;8
17:50:35;1;Own building spatial design;100
17:50:35;1;AI generated design 1;112%
17:50:35;1;AI generated design 2;90%
17:50:35;1;AI generated design 3;96%
17:53:29;1;Chosen MS model;4
17:53:29;1;Time Spent;175
17:53:29;1;Entered Screen;9
17:53:48;2;Time Spent;18
17:53:48;2;Entered Screen;1
17:55:29;2;Time Spent;101
17:55:29;2;Entered Screen;2
17:55:33;2;Time Spent;4
17:55:33;2;Entered Screen;4
18:01:46;2;Total strain energy;1,23E+06
18:01:46;2;Total structural volume;7,22E+10
18:01:46;2;1, Space ID: 7, Performance: 642503;642503
18:01:46;2;2, Space ID: 9, Performance: 202308;202308
18:01:46;2;3, Space ID: 2, Performance: 156385;156385
18:01:46;2;4, Space ID: 3, Performance: 126835;126835
18:01:46;2;5, Space ID: 8, Performance: 113630;113630
18:01:46;2;6, Space ID: 1, Performance: 112279;112279
18:01:46;2;7, Space ID: 10, Performance: 91691.8;91691,8
18:01:46;2;8, Space ID: 5, Performance: 35754;35754
18:01:46;2;9, Space ID: 12, Performance: 23713.8;23713,8
18:01:46;2;10, Space ID: 11, Performance: 14434.4;14434,4
18:01:46;2;Number of beams;13
18:01:46;2;Number of trusses;13
18:01:46;2;Number of flat shells;23
18:01:46;2;Time Spent;373
18:01:46;2;Entered Screen;5
18:01:48;2;AI structural model 1: strain energy;291385
